ID,tweet,ingredients
1341522367349059584t, Why do you need to get vaccinated ahead of my grandparents who are in their 70s and 80s AOC  idiot,0
1293230276076871680t, Just wait until this Russian vaccine is shown to not work,0
1249520725771407360t, FireFauci hes a liar hes Bill Gates little puppet to push for mandatory COVID19 vaccines to harmchip and track americans Dr Fauci is on the board of the Bill and Melinda Gates Foundation Its all about power and control with the DoNothingDemocrats and MSM,1
1330218331060768778t,  Astra Zeneca made in fetal cell lines have high levels of fetal DNA contaminants The human genome contains regions that are susceptible to double strand break formation and DNA insertional mutagenesismay create a causal relationship between the vax and ASD prevalence COVID19,1
1294599798029524995t,  I feel like suboptimal vaccines are being pushed into population  FDA approves phase 3 without peer review for moderna  What is going on here  People deserve the best vaccine  not the worst ino4800 inovio,0
1272844585878896641t,  And this is a good news  usually it takes 10 years to develop a vaccine  The Oxford one is made from Chimpanze Antigene with a S protein added it is genetically modified and will be given to the human being with no test on long term counter effect,1
1266176342392963072t, Not in this lifetime  how would this gene therapy work Why not just develop a vaccine A bit extreme to change genes to expand lung volume to cure COVIDAnthro has known about these geogenetics for yrs Its evolution in isolation Sounds like  ,1
1365070193433657354t, I have zero spike antibodies after 6w of having Pfizer vaccine I know others who have tested and Im not alone I am emailed EVERYONE I can think of and the inertia is massive Who is in charge here Who can make a change Someone please tell me who to talk to,0
1375491316486975491t, Im not even against the vaccine but this is crazy No one knows if there are any longterm impacts from it and this age group has almost no risk from Covid,0
1253864612975476736t, 1994 Mexico Philippines Nicaragua Suspicious of tetanus campaign because they excluded males injections of vaccine in women of reproductive age Tetanus vaccines found to be laced with antifertility hCG UN Poulation Fund and Rockefeller Foundation ,1
1255883441649807362t,I do not consent to a chip or a vaccine Never will no matter what  Will you go along Are you willing to be a slave of the state and Pharma  ,1
1289016075011719169t, Who will protect the Multi Millions who will Refuse this vacc No jab no job NEJM says everyone needs to be vaccinated for coronavirus in order to go to work  via ,0
1259747548497051650t,Read FLUZONE Flu Vaccine package insert p20  05 mL dose from the multidose vial contains 25 mcg Mercury 025 mL infant dose for 6mon old  up  125 mcg 25 mcg 05 ml  50000 ppb 250X more than TOXIC HAZARD level LearnTheRisk FluShot,1
1339383604439359488t,WARNING to the WORLD DO not get the Covid vaccine Are you aware this is the first vaccine using technology never before used in any vaccine Modernafrom modified R N A  This vaccine will genetically modify your body not to even mention it is made with aborted baby cells,1
1379454257552887810t,Italy Two More Teachers DEAD After AstraZeneca COVID Shot55yearold Augusta Turiaco and 46yearold Cinzia Pennino both died shortly after taking the AstraZeneca experimental COVID shot ,0
1257655128242434051t,Is Fauci joking Moderna has yet to commercialize a single vaccine Not one Some say their mRNA technology doesnt even work Get it together  You are embarrassing yourselves now ,1
1222861183247683585t,SHOCKER New KraveBurger contains cells from monkey kidneys infected pigs and human abortions  just kidding those are common vaccine ingredients Tens of millions of Americans put 100 Revived article  medicin,1
1232358515651596293t, Why cant you make vaccines safer without the aluminum aborted fetal cells polysorbate 80 Formaldehyde bovine and all of the other disgusting ingredients in the vaccines,1
1300976928015282176t, Ahh its because he has his heart set on the Russian vaccine Gook luck with that and the chips Russia will implant into youlol,1
1339760684142227457t,TRUMP the DIRTY DUCKY is a MURDERER He was before all this confusion about delivery instructiins from Washington for more Pfizer vaccines We dont trust The Duck If hes not behind this who is Is this one of his tantrums God Help Us,0
1347504738233888772t, NopI Just did say that several imams decleared the BionTechPfizer vaccine Haram as it uses gelatin as stabelizer as moat vaccines do,1
1375529939051630600t, I wont be getting the poison injection until masks arent required after being fully vaccinated So in other words  F off,0
1338659783952445442t,   Condition for employment with a lot of healthcare providers is a mandatory flu shot Fortunately my daughters employer does not require one,0
1319638914856972288t,Do you really want to inject a vaccine that was grown in monkey brains and mice livers Full of hundreds of retroviruses NOT ME COVID19 ,1
1288781221191983106t,This vaccine is being framed as a huge nationalist victory on par with Sputnik being promoted in the absence of literally any published data on safety and efficacy being approved before phase 3 studies have even started,0
1330802572987404289t,    Happy christmas sheep youll get the present youve wanted all year  Wake up will yas DONT TAKE IT,0
1375375110601867266t, It is the same all around Europe minor variations in age distribution etc Weve been all fucked by Pfizer and the rest I had a surgery in the past my heart is weaker than my moms and yet no vaccine for me,0
1364945110232875011t, Insisting on a vaccine that many people do not NEED will make more PROFIT than a treatment for the 1 of people who might need one or a preventative VitaminD supplement  Ziverdo Ivermectin Favipiravir Ivermectin Doxycycline,0
1427121597517766669t,  Disappointed to see a new Sinovac trial with addition of genetic adjuvant CpG 1018 Supporters of that adjuvant dont seem to get idea of a traditional vaccine And signals for cardiac events in HeplisavB vaccine not resolved because the follow up study only required one dose,1
1368576312407949315t, What exactly made u want to have an untested mRNA  Its not a vaccine PCR tests do not test for covid You have been lied to all the way along Research it for yourself,0
1302907070966935552t,Australias Oxford Uni Covid vaccine agreement AstraZeneca given indemnity for any side effects by    This sounds like a hellish deal to me just to be the first to get it Imagine doing that with Thalidomide hailed a miracle at time saparli,0
1355209556616478720t, Fuck a Johnson  Johnson vaccine Their vaccines probably give you cancer like their baby powder did,0
